RK,Name,POS,GP,GS,QS,ERA,W,L,SV,HLD,IP,H,ER,HR,BB,K,K/9,WAR,WHIP,Year
1,Tim HudsonATL,SP,1,1,1,0.0,0,0,0,0,7.0,4,0,0,4,5,6.4,-,1.14,2010
1,Matt CainSF,SP,3,3,3,0.0,2,0,0,0,21.1,13,0,0,7,13,5.5,-,0.94,2010
1,Jonny VentersATL,RP,4,0,0,0.0,0,0,0,0,5.1,7,0,0,0,8,13.5,-,1.31,2010
1,Travis WoodCIN,SP,1,0,0,0.0,0,0,0,0,3.1,1,0,0,1,3,8.1,-,0.6,2010
5,Cole HamelsPHI,SP,2,2,2,1.2,1,1,0,0,15.0,9,2,0,1,17,10.2,-,0.67,2010
6,Matt GarzaTB,SP,1,1,1,1.5,0,0,0,0,6.0,5,1,1,2,4,6.0,-,1.17,2010
7,Bronson ArroyoCIN,SP,1,1,0,1.69,0,0,0,0,5.1,4,1,0,3,2,3.4,-,1.31,2010
8,Colby LewisTEX,SP,4,4,2,1.71,3,0,0,0,26.1,16,5,3,13,24,8.2,-,1.1,2010
9,Johnny CuetoCIN,SP,1,1,0,1.8,0,1,0,0,5.0,5,1,1,1,2,3.6,-,1.2,2010
10,Craig KimbrelATL,RP,4,0,0,2.08,0,1,0,1,4.1,1,1,0,1,7,14.5,-,0.46,2010
11,Madison BumgarnerSF,SP,4,3,2,2.18,2,0,0,0,20.2,18,5,1,5,18,7.8,-,1.11,2010
12,Derek LoweATL,RP,2,2,1,2.31,0,2,0,0,11.2,6,3,1,6,14,10.8,-,1.03,2010
13,Tim LincecumSF,RP,6,5,4,2.43,4,1,0,1,37.0,25,10,3,9,43,10.5,-,0.92,2010
14,Roy HalladayPHI,SP,3,3,2,2.45,2,1,0,0,22.0,14,6,2,3,20,8.2,-,0.77,2010
15,Andy PettitteNYY,SP,2,2,2,2.57,1,1,0,0,14.0,10,4,2,1,9,5.8,-,0.79,2010
16,Roy OswaltPHI,SP,4,3,2,2.75,1,1,0,0,19.2,19,6,3,4,19,8.7,-,1.17,2010
17,Cliff LeeTEX,SP,5,5,4,2.78,3,2,0,0,35.2,27,11,2,2,47,11.9,-,0.81,2010
18,Wade DavisTB,RP,1,1,0,3.6,1,0,0,0,5.0,7,2,1,3,7,12.6,-,2.0,2010
19,C.J. WilsonTEX,SP,4,4,3,3.7,1,2,0,0,24.1,17,10,4,10,17,6.3,-,1.11,2010
20,Jonathan SanchezSF,SP,4,4,2,4.05,0,2,0,0,20.0,16,9,2,9,22,9.9,-,1.25,2010
21,David PriceTB,RP,2,2,1,4.97,0,2,0,0,12.2,17,7,2,0,14,9.9,-,1.34,2010
22,CC SabathiaNYY,SP,3,3,2,5.63,2,0,0,0,16.0,22,10,3,7,15,8.4,-,1.81,2010
23,Carl PavanoMIN,SP,1,1,0,6.0,0,1,0,0,6.0,10,4,1,1,3,4.5,-,1.83,2010
24,Phil HughesNYY,RP,3,3,1,6.32,1,2,0,0,15.2,18,11,1,8,12,6.9,-,1.66,2010
25,Francisco LirianoMIN,RP,1,1,0,6.35,0,0,0,0,5.2,6,4,0,3,7,11.1,-,1.59,2010
26,Tommy HansonATL,SP,1,1,0,9.0,0,0,0,0,4.0,5,4,1,1,5,11.3,-,1.5,2010
27,Brian DuensingMIN,RP,1,1,0,13.5,0,1,0,0,3.1,7,5,1,1,1,2.7,-,2.4,2010
1,Cole HamelsPHI,SP,1,1,1,0.0,1,0,0,0,6.0,5,0,0,3,8,12.0,-,1.33,2011
2,Matt MooreTB,RP,2,1,1,0.9,1,0,0,0,10.0,3,1,1,3,8,7.2,-,0.6,2011
3,Josh CollmenterARI,RP,1,1,1,1.29,1,0,0,0,7.0,2,1,1,2,6,7.7,-,0.57,2011
4,A.J. BurnettNYY,SP,1,1,0,1.59,1,0,0,0,5.2,4,1,1,4,3,4.8,-,1.41,2011
5,Roy HalladayPHI,SP,2,2,2,2.25,1,1,0,0,16.0,9,4,1,2,15,8.4,-,0.69,2011
6,Yovani GallardoMIL,SP,3,3,2,2.84,1,1,0,0,19.0,18,6,2,8,16,7.6,-,1.37,2011
7,Colby LewisTEX,SP,4,4,2,3.04,1,1,0,0,23.2,16,8,4,9,20,7.6,-,1.06,2011
8,Chris CarpenterSTL,SP,6,6,4,3.25,4,0,0,0,36.0,31,13,4,11,21,5.3,-,1.17,2011
9,Derek HollandTEX,P,6,4,1,3.38,2,0,0,1,24.0,22,9,6,8,14,5.3,-,1.25,2011
10,David HernandezARI,RP,4,0,0,3.6,0,0,0,0,5.0,2,2,1,0,5,9.0,-,0.4,2011
11,David PriceTB,RP,1,1,1,4.05,0,1,0,0,6.2,7,3,1,1,3,4.1,-,1.2,2011
12,Jaime GarciaSTL,SP,5,5,2,4.21,0,2,0,0,25.2,27,12,3,8,21,7.4,-,1.36,2011
13,Ian KennedyARI,RP,2,2,1,4.26,0,1,0,0,12.2,13,6,1,3,8,5.7,-,1.26,2011
14,Ivan NovaNYY,SP,2,1,0,4.32,1,1,0,0,8.1,7,4,2,4,8,8.6,-,1.32,2011
15,Doug FisterDET,SP,3,2,1,4.76,2,1,0,0,17.0,19,9,1,4,13,6.9,-,1.35,2011
16,Rick PorcelloDET,SP,4,2,1,4.8,0,1,0,0,15.0,15,8,0,2,12,7.2,-,1.13,2011
17,Freddy GarciaNYY,SP,1,1,0,5.06,0,1,0,0,5.1,6,3,1,0,6,10.1,-,1.13,2011
18,Justin VerlanderDET,SP,4,4,0,5.31,2,1,0,0,20.1,19,12,2,10,25,11.1,-,1.43,2011
19,Matt HarrisonTEX,SP,5,4,0,5.4,1,2,0,0,18.1,20,11,2,9,16,7.9,-,1.58,2011
20,Max ScherzerDET,SP,4,3,2,5.74,1,1,0,1,15.2,15,10,1,9,14,8.0,-,1.53,2011
21,C.J. WilsonTEX,SP,6,5,0,5.79,0,3,0,0,28.0,29,18,6,19,26,8.4,-,1.71,2011
22,CC SabathiaNYY,SP,3,2,0,6.23,0,0,0,0,8.2,10,6,1,8,11,11.4,-,2.08,2011
23,Zack GreinkeMIL,SP,3,3,0,6.48,1,1,0,0,16.2,23,12,4,4,13,7.0,-,1.62,2011
24,Jeremy HellicksonTB,SP,1,1,0,6.75,0,1,0,0,4.0,4,3,3,1,1,2.3,-,1.25,2011
25,Roy OswaltPHI,SP,1,1,0,7.5,0,1,0,0,6.0,6,5,1,1,5,7.5,-,1.17,2011
25,Cliff LeePHI,SP,1,1,0,7.5,0,1,0,0,6.0,12,5,0,2,9,13.5,-,2.33,2011
27,Daniel HudsonARI,RP,1,1,0,8.44,0,1,0,0,5.1,9,5,1,0,6,10.1,-,1.69,2011
28,James ShieldsTB,SP,1,1,0,12.6,0,1,0,0,5.0,8,7,0,0,6,10.8,-,1.6,2011
1,Bronson ArroyoCIN,SP,1,1,1,0.0,1,0,0,0,7.0,1,0,0,1,4,5.1,-,0.29,2012
1,Eric O'FlahertyATL,RP,1,0,0,0.0,0,0,0,0,1.0,2,0,0,0,0,0.0,-,2.0,2012
1,Ross DetwilerWSH,RP,1,1,1,0.0,0,0,0,0,6.0,3,0,0,3,2,3.0,-,1.0,2012
1,Darren O'DayBAL,RP,5,0,0,0.0,0,0,0,3,7.0,1,0,0,1,5,6.4,-,0.29,2012
1,Brett AndersonOAK,SP,1,1,1,0.0,1,0,0,0,6.0,2,0,0,2,6,9.0,-,0.67,2012
1,Koji UeharaTEX,RP,1,0,0,0.0,0,0,0,0,1.0,0,0,0,0,3,27.0,-,0.0,2012
1,Craig KimbrelATL,RP,1,0,0,0.0,0,0,0,0,1.0,0,0,0,0,1,9.0,-,0.0,2012
8,Ryan VogelsongSF,SP,4,4,2,1.09,3,0,0,0,24.2,16,3,0,10,21,7.7,-,1.05,2012
9,Homer BaileyCIN,SP,1,1,1,1.29,0,0,0,0,7.0,1,1,0,1,10,12.9,-,0.29,2012
9,Miguel GonzalezBAL,SP,1,1,1,1.29,0,0,0,0,7.0,5,1,0,0,8,10.3,-,0.71,2012
11,Doug FisterDET,SP,3,3,3,1.4,0,1,0,0,19.1,16,3,0,7,16,7.4,-,1.19,2012
12,Wei-Yin ChenBAL,RP,1,1,1,1.42,1,0,0,0,6.1,8,1,0,1,3,4.3,-,1.42,2012
13,Tommy MiloneOAK,RP,1,1,1,1.5,0,0,0,0,6.0,5,1,0,1,6,9.0,-,1.0,2012
14,Joe SaundersBAL,SP,2,2,0,1.59,1,0,0,0,11.1,9,2,0,5,9,7.1,-,1.24,2012
15,Barry ZitoSF,SP,3,3,1,1.69,2,0,0,0,16.0,16,3,1,6,13,7.3,-,1.38,2012
16,Anibal SanchezDET,SP,3,3,3,1.77,1,2,0,0,20.1,14,4,1,6,18,8.0,-,0.98,2012
17,Phil HughesNYY,RP,2,2,1,1.86,0,1,0,0,9.2,7,2,2,6,9,8.4,-,1.34,2012
18,Max ScherzerDET,SP,3,3,1,2.08,1,0,0,0,17.1,12,4,1,4,26,13.5,-,0.92,2012
19,Justin VerlanderDET,SP,4,4,3,2.22,3,1,0,0,28.1,16,7,4,6,29,9.2,-,0.78,2012
20,Tim LincecumSF,RP,6,1,0,2.55,1,1,0,1,17.2,9,5,0,5,20,10.2,-,0.79,2012
21,Chris CarpenterSTL,SP,3,3,0,2.63,1,2,0,0,13.2,19,4,1,6,9,5.9,-,1.83,2012
22,Yu DarvishTEX,SP,1,1,1,2.7,0,1,0,0,6.2,5,2,0,0,7,9.5,-,0.75,2012
23,Hiroki KurodaNYY,SP,2,2,2,2.81,0,1,0,0,16.0,10,5,2,1,14,7.9,-,0.69,2012
24,Kris MedlenATL,SP,1,1,1,2.84,0,1,0,0,6.1,3,2,1,0,4,5.7,-,0.47,2012
25,Jason HammelBAL,SP,2,2,0,3.18,0,1,0,0,11.1,8,4,0,6,11,8.7,-,1.24,2012
26,Andy PettitteNYY,SP,2,2,2,3.29,0,1,0,0,13.2,14,5,0,4,10,6.6,-,1.32,2012
27,CC SabathiaNYY,SP,3,3,2,3.38,2,1,0,0,21.1,23,8,2,5,19,8.0,-,1.31,2012
28,Matt CainSF,SP,5,5,2,3.6,2,2,0,0,30.0,27,12,6,7,20,6.0,-,1.13,2012
28,A.J. GriffinOAK,SP,1,1,0,3.6,0,0,0,0,5.0,7,2,1,0,1,1.8,-,1.4,2012
30,Kyle LohseSTL,SP,4,4,1,3.98,2,1,0,0,20.1,21,9,2,8,14,6.2,-,1.43,2012
31,Jarrod ParkerOAK,SP,2,2,1,4.26,0,2,0,0,12.2,14,6,1,2,11,7.8,-,1.26,2012
32,Gio GonzalezWSH,SP,2,2,0,4.5,0,0,0,0,10.0,6,5,0,11,10,9.0,-,1.7,2012
33,Adam WainwrightSTL,SP,3,3,1,4.8,1,0,0,0,15.0,17,8,4,3,20,12.0,-,1.33,2012
34,Mat LatosCIN,SP,2,1,0,6.48,0,1,0,0,8.1,11,6,2,2,5,5.4,-,1.56,2012
35,Edwin JacksonWSH,SP,2,1,0,7.5,0,1,0,1,6.0,9,5,1,3,6,9.0,-,2.0,2012
36,Joe NathanTEX,RP,1,0,0,18.0,0,0,0,0,1.0,2,2,0,1,1,9.0,-,3.0,2012
1,Alfredo SimonCIN,SP,1,0,0,0.0,0,0,0,0,1.1,2,0,0,0,0,0.0,-,1.5,2013
1,Justin MastersonCLE,SP,1,0,0,0.0,0,0,0,0,2.0,1,0,0,0,2,9.0,-,0.5,2013
1,Sam LeCureCIN,RP,1,0,0,0.0,0,0,0,0,1.0,1,0,0,0,0,0.0,-,1.0,2013
1,Dan OteroOAK,RP,4,0,0,0.0,0,0,0,1,5.2,4,0,0,1,2,3.2,-,0.88,2013
1,Bryan ShawCLE,RP,1,0,0,0.0,0,0,0,0,1.2,1,0,0,0,2,10.8,-,0.6,2013
6,Justin VerlanderDET,SP,3,3,3,0.39,1,1,0,0,23.0,10,1,1,3,31,12.1,-,0.57,2013
7,Mike MinorATL,SP,1,1,1,1.42,1,0,0,0,6.1,8,1,0,1,5,7.1,-,1.42,2013
8,Alex CobbTB,SP,2,2,1,1.54,1,0,0,0,11.2,13,2,0,3,10,7.7,-,1.37,2013
9,Jon LesterBOS,SP,5,5,4,1.56,4,1,0,0,34.2,25,6,3,8,29,7.5,-,0.95,2013
10,Francisco LirianoPIT,RP,2,2,2,2.08,1,0,0,0,13.0,7,3,0,3,10,6.9,-,0.77,2013
10,Sonny GrayOAK,SP,2,2,1,2.08,0,1,0,0,13.0,10,3,1,6,12,8.3,-,1.23,2013
12,Gerrit ColePIT,SP,2,2,1,2.45,1,1,0,0,11.0,5,3,2,2,10,8.2,-,0.64,2013
13,Adam WainwrightSTL,SP,5,5,4,2.57,2,3,0,0,35.0,31,10,1,3,34,8.7,-,0.97,2013
13,Zack GreinkeLAD,SP,3,3,3,2.57,1,1,0,0,21.0,14,6,0,2,17,7.3,-,0.76,2013
15,Michael WachaSTL,SP,5,5,4,2.64,4,1,0,0,30.2,16,9,3,12,33,9.7,-,0.91,2013
16,John LackeyBOS,SP,5,4,3,2.77,3,1,0,1,26.0,25,8,0,6,25,8.7,-,1.19,2013
17,Max ScherzerDET,SP,4,3,3,2.82,2,1,0,0,22.1,12,7,1,11,34,13.7,-,1.03,2013
18,Freddy GarciaATL,SP,1,1,1,3.0,0,0,0,0,6.0,8,2,2,2,6,9.0,-,1.67,2013
18,Doug FisterDET,SP,2,2,2,3.0,1,0,0,0,12.0,15,4,1,2,8,6.0,-,1.42,2013
20,Clayton KershawLAD,SP,4,4,3,3.13,1,2,0,0,23.0,18,8,0,7,28,11.0,-,1.09,2013
21,Hyun Jin RyuLAD,SP,2,2,1,3.6,1,0,0,0,10.0,9,4,0,2,5,4.5,-,1.1,2013
22,Joe KellySTL,RP,4,4,1,4.15,0,1,0,0,21.2,20,10,2,9,19,7.9,-,1.34,2013
23,Clay BuchholzBOS,SP,4,4,1,4.35,0,0,0,0,20.2,22,10,3,8,17,7.4,-,1.45,2013
24,Anibal SanchezDET,SP,3,3,2,4.41,1,2,0,0,16.1,17,8,4,8,23,12.7,-,1.53,2013
25,Bartolo ColonOAK,SP,1,1,1,4.5,0,1,0,0,6.0,10,3,0,0,4,6.0,-,1.67,2013
25,Dan StrailyOAK,SP,1,1,1,4.5,0,0,0,0,6.0,4,3,1,0,8,12.0,-,0.67,2013
27,Lance LynnSTL,SP,5,3,0,5.19,2,2,0,0,17.1,19,10,1,11,17,8.8,-,1.73,2013
28,Jarrod ParkerOAK,SP,1,1,0,5.4,1,0,0,0,5.0,5,3,0,1,1,1.8,-,1.2,2013
29,Danny SalazarCLE,SP,1,1,0,6.75,0,1,0,0,4.0,4,3,1,2,4,9.0,-,1.5,2013
30,David PriceTB,RP,1,1,0,9.0,0,1,0,0,7.0,9,7,2,2,5,6.4,-,1.57,2013
30,Logan OndrusekCIN,RP,1,0,0,9.0,0,0,0,0,1.0,1,1,1,0,1,9.0,-,1.0,2013
32,Matt MooreTB,RP,2,1,0,9.95,0,1,0,0,6.1,9,7,0,3,7,9.9,-,1.89,2013
33,Johnny CuetoCIN,SP,1,1,0,10.8,0,1,0,0,3.1,8,4,2,1,0,0.0,-,2.7,2013
34,Kris MedlenATL,SP,1,1,0,11.25,0,1,0,0,4.0,9,5,1,1,4,9.0,-,2.5,2013
1,Zack GreinkeLAD,SP,1,1,1,0.0,0,0,0,0,7.0,2,0,0,2,7,9.0,-,0.57,2014
1,Huston StreetLAA,RP,2,0,0,0.0,0,0,0,0,3.0,0,0,0,2,3,9.0,-,0.67,2014
1,Andrew MillerBAL,RP,5,0,0,0.0,0,0,0,2,7.1,1,0,0,1,8,9.8,-,0.27,2014
1,Gio GonzalezWSH,SP,1,1,0,0.0,0,0,0,0,4.0,4,0,0,1,1,2.3,-,1.25,2014
1,Mark MelanconPIT,RP,1,0,0,0.0,0,0,0,0,1.0,0,0,0,0,1,9.0,-,0.0,2014
1,Doug FisterWSH,SP,1,1,1,0.0,1,0,0,0,7.0,4,0,0,3,3,3.9,-,1.0,2014
7,Madison BumgarnerSF,SP,7,6,6,1.03,4,1,1,0,52.2,28,6,3,6,45,7.7,-,0.65,2014
8,Jordan ZimmermannWSH,SP,1,1,1,1.04,0,0,0,0,8.2,3,1,0,1,6,6.2,-,0.46,2014
9,Kevin GausmanBAL,SP,3,0,0,1.13,0,0,0,0,8.0,4,1,0,2,7,7.9,-,0.75,2014
10,Matt ShoemakerLAA,SP,1,1,1,1.5,0,0,0,0,6.0,5,1,0,0,6,9.0,-,0.83,2014
10,Hyun Jin RyuLAD,SP,1,1,1,1.5,0,0,0,0,6.0,5,1,1,1,4,6.0,-,1.0,2014
12,Stephen StrasburgWSH,SP,1,1,0,1.8,0,1,0,0,5.0,8,1,0,1,2,3.6,-,1.8,2014
12,Kelvin HerreraKC,RP,11,0,0,1.8,1,0,0,3,15.0,11,3,0,7,16,9.6,-,1.2,2014
14,David PriceDET,RP,1,1,1,2.25,0,1,0,0,8.0,5,2,1,2,6,6.8,-,0.88,2014
14,Craig StammenWSH,RP,2,0,0,2.25,0,0,0,0,4.0,3,1,0,0,2,4.5,-,0.75,2014
16,Jered WeaverLAA,SP,1,1,1,2.57,0,0,0,0,7.0,3,2,0,2,6,7.7,-,0.71,2014
17,Lance LynnSTL,SP,2,2,1,3.09,0,0,0,0,11.2,13,4,0,3,11,8.5,-,1.37,2014
18,Yordano VenturaKC,SP,5,4,2,3.2,1,0,0,0,25.1,23,9,3,9,14,5.0,-,1.26,2014
19,Bud NorrisBAL,RP,2,2,1,3.38,1,0,0,0,10.2,11,4,1,2,9,7.6,-,1.22,2014
20,John LackeySTL,SP,2,2,1,3.46,1,0,0,0,13.0,10,5,0,2,11,7.6,-,0.92,2014
21,Jason VargasKC,SP,3,3,1,3.52,1,0,0,0,15.1,11,6,3,6,11,6.5,-,1.11,2014
22,Tim HudsonSF,SP,4,4,1,4.29,0,1,0,0,21.0,21,10,1,2,16,6.9,-,1.1,2014
23,Sean DoolittleOAK,RP,1,0,0,4.5,0,0,0,0,2.0,2,1,0,0,0,0.0,-,1.0,2014
24,Shelby MillerSTL,RP,2,2,0,4.82,0,0,0,0,9.1,11,5,0,5,7,6.8,-,1.71,2014
25,Justin VerlanderDET,SP,1,1,0,5.4,0,0,0,0,5.0,6,3,1,1,4,7.2,-,1.4,2014
26,Adam WainwrightSTL,SP,3,3,1,5.63,0,1,0,0,16.0,21,10,2,6,14,7.9,-,1.69,2014
