RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
31,Ty LawsonDEN,G,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,3.7,6.6,1.3,0.1,2.4,11,0,2012
32,John WallWSH,PG,66,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,4.5,8.0,1.4,0.9,3.9,16,0,2012
33,Ryan AndersonORL,PF,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,7.7,0.9,0.8,0.4,0.9,14,0,2012
34,Kevin GarnettBOS,PF,60,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,8.2,2.9,0.9,1.0,1.8,21,0,2012
35,Luis ScolaHOU,F,66,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,6.5,2.1,0.5,0.4,2.3,11,0,2012
36,Tim DuncanSA,C,58,28.2,15.4,6.2,12.6,49.3,0.0,0.1,0.0,3.0,4.3,69.5,9.0,2.3,0.7,1.5,1.7,22,0,2012
37,Marcin GortatPHX,C,66,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,10.0,0.9,0.7,1.5,1.4,31,0,2012
38,Greg MonroeDET,C,66,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30,0,2012
39,Arron AfflaloDEN,G,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,3.2,2.4,0.6,0.2,1.4,1,0,2012
40,Jason TerryDAL,G,63,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,2.4,3.6,1.2,0.2,2.0,0,0,2012
41,Carlos BoozerCHI,PF,66,29.5,15.0,6.8,12.8,53.2,0.0,0.0,0.0,1.4,2.1,69.3,8.5,1.9,1.0,0.4,1.7,18,0,2012
42,Lou WilliamsPHI,SG,64,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,2.4,3.5,0.8,0.3,1.1,0,0,2012
43,Jordan CrawfordWSH,G,64,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,2.6,3.0,0.9,0.1,2.2,0,0,2012
44,Marc GasolMEM,C,65,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1.0,1.9,1.9,24,0,2012
45,Al HarringtonDEN,PF,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,6.1,1.4,0.9,0.2,1.8,9,0,2012
46,Nick YoungLAC/WSH,G,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,2.1,0.9,0.7,0.3,1.3,0,0,2012
47,Jamal CrawfordPOR,G,60,26.9,14.0,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,2.0,3.2,0.9,0.2,1.9,0,0,2012
48,Nicolas BatumPOR,PF,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,4.6,1.4,1.0,1.0,1.5,2,0,2012
49,Gerald WallacePOR/NJ,SF,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80.0,6.7,2.8,1.5,0.6,1.9,9,0,2012
50,Kris HumphriesNJ,PF,62,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,11.0,1.5,0.8,1.2,1.9,29,0,2012
1,Carmelo AnthonyNY,PF,67,37.0,28.7,10.0,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83.0,6.9,2.6,0.8,0.5,2.6,10,0,2013
2,Kevin DurantOKC,PF,81,38.5,28.1,9.0,17.7,51.0,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19,3,2013
3,Kobe BryantLAL,SF,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,5.6,6.0,1.4,0.3,3.7,16,2,2013
4,LeBron JamesMIA,SF,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7.0,75.3,8.0,7.3,1.7,0.9,3.0,36,4,2013
5,James HardenHOU,SG,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,1.8,0.5,3.8,9,1,2013
6,Russell WestbrookOKC,PG,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7.0,80.0,5.2,7.4,1.8,0.3,3.3,23,1,2013
7,Stephen CurryGS,PG,78,38.2,22.9,8.0,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90.0,4.0,6.9,1.6,0.2,3.1,15,0,2013
8,Kyrie IrvingCLE,PG,59,34.7,22.5,8.2,18.1,45.2,1.8,4.7,39.1,4.2,4.9,85.5,3.7,5.9,1.5,0.4,3.2,4,0,2013
9,Dwyane WadeMIA,G,69,34.7,21.2,8.2,15.8,52.1,0.2,1.0,25.8,4.5,6.2,72.5,5.0,5.1,1.9,0.8,2.8,4,0,2013
10,LaMarcus AldridgePOR,C,74,37.7,21.1,8.6,17.8,48.4,0.0,0.2,14.3,3.8,4.7,81.0,9.1,2.6,0.8,1.2,1.9,38,0,2013
11,Tony ParkerSA,G,66,32.9,20.3,7.9,15.1,52.2,0.4,1.0,35.3,4.2,5.0,84.5,3.0,7.6,0.8,0.1,2.6,17,1,2013
12,Brook LopezBKN,C,74,30.4,19.4,7.7,14.8,52.1,0.0,0.0,0.0,4.0,5.3,75.8,6.9,0.9,0.4,2.1,1.8,12,0,2013
13,Monta EllisMIL,SG,82,37.5,19.2,7.3,17.5,41.6,1.1,4.0,28.7,3.5,4.6,77.3,3.9,6.0,2.1,0.4,3.1,9,0,2013
14,Damian LillardPOR,PG,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,3.1,6.5,0.9,0.2,3.0,7,0,2013
15,Deron WilliamsBKN,PG,78,36.4,18.9,6.3,14.4,44.0,2.2,5.7,37.8,4.1,4.7,85.9,3.0,7.7,1.0,0.4,2.8,21,0,2013
16,Paul PierceBOS,SF,77,33.4,18.6,6.2,14.2,43.6,1.9,5.0,38.0,4.3,5.5,78.7,6.3,4.8,1.1,0.4,2.8,12,3,2013
17,John WallWSH,PG,49,32.7,18.5,6.6,15.0,44.1,0.2,0.9,26.7,5.0,6.2,80.4,4.0,7.6,1.3,0.8,3.2,14,0,2013
18,David LeeGS,PF,79,36.8,18.5,7.6,14.7,51.9,0.0,0.1,0.0,3.2,4.1,79.7,11.2,3.5,0.8,0.3,2.6,56,1,2013
19,Kevin LoveMIN,PF,18,34.3,18.3,5.8,16.6,35.2,1.1,5.1,21.7,5.6,7.9,70.4,14.0,2.3,0.7,0.5,2.2,14,0,2013
20,Rudy GayTOR/MEM,SF,75,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,1.5,0.7,2.6,6,0,2013
21,DeMar DeRozanTOR,SF,82,36.7,18.1,6.7,15.0,44.5,0.4,1.5,28.3,4.3,5.2,83.1,3.9,2.5,0.9,0.3,1.8,0,0,2013
22,JR SmithNY,G,80,33.5,18.1,6.6,15.6,42.2,1.9,5.5,35.6,3.0,3.9,76.2,5.3,2.7,1.3,0.3,1.7,8,0,2013
23,Blake GriffinLAC,PF,80,32.5,18.0,7.2,13.4,53.8,0.1,0.4,17.9,3.5,5.3,66.0,8.3,3.7,1.2,0.6,2.3,28,1,2013
24,Al JeffersonUTAH,C,78,33.1,17.8,7.8,15.8,49.4,0.0,0.2,11.8,2.1,2.8,77.0,9.2,2.1,1.0,1.1,1.3,37,0,2013
25,Tim DuncanSA,C,69,30.1,17.8,7.1,14.1,50.2,0.0,0.1,28.6,3.6,4.3,81.7,9.9,2.7,0.7,2.7,2.1,36,0,2013
26,Kemba WalkerCHA,PG,82,34.9,17.7,6.4,15.2,42.3,1.3,4.0,32.2,3.6,4.5,79.8,3.5,5.7,2.0,0.4,2.4,5,0,2013
27,Jrue HolidayPHI,PG,78,37.5,17.7,7.1,16.5,43.1,1.2,3.2,36.8,2.3,3.1,75.2,4.2,8.0,1.6,0.4,3.7,20,1,2013
28,Brandon JenningsMIL,G,80,36.2,17.5,6.2,15.6,39.9,2.2,5.8,37.5,2.9,3.5,81.9,3.1,6.5,1.6,0.1,2.5,13,0,2013
29,Josh SmithATL,PF,76,35.3,17.5,7.2,15.6,46.5,0.8,2.6,30.3,2.2,4.2,51.7,8.4,4.2,1.2,1.8,3.0,29,0,2013
30,Paul GeorgeIND,SG,79,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,7.6,4.1,1.8,0.6,2.9,23,1,2013
31,Al HorfordATL,C,74,37.2,17.4,7.8,14.3,54.3,0.0,0.1,50.0,1.8,2.8,64.4,10.2,3.2,1.1,1.1,2.0,43,0,2013
32,Dirk NowitzkiDAL,F,53,31.3,17.3,6.5,13.7,47.1,1.2,3.0,41.4,3.1,3.6,86.0,6.8,2.5,0.7,0.7,1.3,6,0,2013
33,David WestIND,F,73,33.4,17.1,6.9,13.8,49.8,0.1,0.3,21.1,3.3,4.3,76.8,7.7,2.9,1.0,0.9,2.2,16,1,2013
34,DeMarcus CousinsSAC,C,75,30.5,17.1,6.4,13.8,46.5,0.1,0.3,18.2,4.2,5.6,73.8,9.9,2.7,1.4,0.7,3.0,35,1,2013
35,Dwight HowardLAL,C,76,35.8,17.1,6.2,10.7,57.8,0.0,0.1,16.7,4.7,9.5,49.2,12.4,1.4,1.1,2.4,3.0,48,0,2013
36,Eric GordonNO,SG,42,30.1,17.0,5.6,13.9,40.2,1.3,4.1,32.4,4.5,5.3,84.2,1.8,3.3,1.1,0.2,2.8,0,0,2013
37,Chris PaulLAC,PG,70,33.4,16.9,5.9,12.2,48.1,1.1,3.3,32.8,4.1,4.6,88.5,3.7,9.7,2.4,0.1,2.3,31,0,2013
38,Ty LawsonDEN,G,73,34.4,16.7,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,2.7,6.9,1.5,0.1,2.5,9,0,2013
39,Chris BoshMIA,PF,74,33.2,16.6,6.6,12.3,53.5,0.3,1.0,28.4,3.3,4.1,79.8,6.8,1.7,0.9,1.4,1.7,15,0,2013
40,Klay ThompsonGS,SG,82,35.8,16.6,6.2,14.7,42.2,2.6,6.4,40.1,1.6,1.9,84.1,3.7,2.2,1.0,0.5,1.9,0,0,2013
41,Arron AfflaloORL,G,64,36.0,16.5,6.2,14.1,43.9,1.1,3.8,30.0,3.0,3.5,85.7,3.7,3.2,0.6,0.2,2.2,0,0,2013
42,Jamal CrawfordLAC,G,76,29.3,16.5,5.9,13.4,43.8,2.0,5.2,37.6,2.8,3.3,87.1,1.7,2.5,1.0,0.2,1.9,0,0,2013
43,Luol DengCHI,F,75,38.7,16.5,6.2,14.6,42.6,1.0,3.1,32.2,3.1,3.8,81.6,6.3,3.0,1.1,0.4,1.9,9,0,2013
44,Nikola PekovicMIN,C,62,31.6,16.3,6.2,12.0,52.0,0.0,0.0,0.0,3.9,5.2,74.4,8.8,0.9,0.7,0.8,1.6,26,0,2013
45,Joe JohnsonBKN,G,72,36.7,16.3,6.2,14.6,42.3,2.1,5.5,37.5,1.8,2.2,82.0,3.0,3.5,0.7,0.2,1.7,0,0,2013
46,Carlos BoozerCHI,PF,79,32.2,16.2,6.9,14.4,47.7,0.0,0.0,0.0,2.4,3.3,73.1,9.8,2.3,0.8,0.4,2.2,44,0,2013
47,Danilo GallinariDEN,PF,71,32.5,16.2,5.1,12.3,41.8,1.9,5.1,37.3,4.0,4.9,82.2,5.2,2.5,0.9,0.5,1.6,2,0,2013
48,Ryan AndersonNO,PF,81,30.9,16.2,5.8,13.8,42.3,2.6,6.9,38.2,1.9,2.2,84.4,6.4,1.2,0.5,0.4,1.2,11,0,2013
49,Greg MonroeDET,C,81,33.2,16.0,6.3,13.1,48.6,0.0,0.0,0.0,3.3,4.8,68.9,9.6,3.5,1.3,0.7,2.9,37,1,2013
50,Gerald HendersonCHA,SG,68,31.4,15.5,5.6,12.6,44.7,0.5,1.5,33.0,3.8,4.6,82.4,3.7,2.6,1.0,0.5,1.6,2,0,2013
1,Kevin DurantOKC,PF,81,38.5,32.0,10.5,20.8,50.3,2.4,6.1,39.1,8.7,9.9,87.3,7.4,5.5,1.3,0.7,3.5,27,3,2014
2,Carmelo AnthonyNY,PF,77,38.7,27.4,9.6,21.3,45.2,2.2,5.4,40.2,6.0,7.0,84.8,8.1,3.1,1.2,0.7,2.6,22,0,2014
3,LeBron JamesMIA,SF,77,37.7,27.1,10.0,17.6,56.7,1.5,4.0,37.9,5.7,7.6,75.0,6.9,6.4,1.6,0.3,3.5,12,1,2014
4,Kevin LoveMIN,PF,77,36.3,26.1,8.4,18.5,45.7,2.5,6.6,37.6,6.8,8.2,82.1,12.5,4.4,0.8,0.5,2.5,65,3,2014
5,James HardenHOU,SG,73,38.0,25.4,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,4.7,6.1,1.6,0.4,3.6,14,1,2014
6,Blake GriffinLAC,PF,80,35.8,24.1,9.0,17.0,52.8,0.2,0.6,27.3,6.0,8.4,71.5,9.5,3.9,1.2,0.6,2.8,43,1,2014
7,Stephen CurryGS,PG,78,36.5,24.0,8.4,17.7,47.1,3.3,7.9,42.4,3.9,4.5,88.5,4.3,8.5,1.6,0.2,3.8,28,4,2014
8,LaMarcus AldridgePOR,C,69,36.2,23.2,9.4,20.6,45.8,0.0,0.2,20.0,4.3,5.2,82.2,11.1,2.6,0.9,1.0,1.8,40,0,2014
9,DeMarcus CousinsSAC,C,71,32.4,22.7,8.3,16.8,49.6,0.0,0.1,0.0,6.1,8.4,72.6,11.7,2.9,1.5,1.3,3.5,53,0,2014
10,DeMar DeRozanTOR,SF,79,38.2,22.7,7.6,17.8,42.9,0.8,2.7,30.5,6.6,8.0,82.4,4.3,4.0,1.1,0.4,2.2,2,0,2014
11,Al JeffersonCHA,C,73,35.0,21.8,9.6,18.8,50.9,0.0,0.2,20.0,2.6,3.8,69.0,10.8,2.1,0.9,1.1,1.7,42,0,2014
12,Russell WestbrookOKC,PG,46,30.7,21.8,7.5,17.2,43.7,1.5,4.7,31.8,5.3,6.4,82.6,5.7,6.9,1.9,0.2,3.8,11,2,2014
13,Paul GeorgeIND,SG,80,36.2,21.7,7.2,17.0,42.4,2.3,6.3,36.4,5.0,5.8,86.4,6.8,3.5,1.9,0.3,2.8,12,1,2014
14,Dirk NowitzkiDAL,F,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.2,2.7,0.9,0.6,1.5,6,0,2014
15,Kyrie IrvingCLE,PG,71,35.2,20.8,7.5,17.4,43.0,1.7,4.8,35.8,4.1,4.8,86.1,3.6,6.1,1.5,0.3,2.7,7,1,2014
16,Anthony DavisNO,PF,67,35.2,20.8,7.8,15.0,51.9,0.0,0.1,22.2,5.2,6.6,79.1,10.0,1.6,1.3,2.8,1.6,36,0,2014
17,Brook LopezBKN,C,17,31.4,20.7,7.6,13.5,56.3,0.0,0.1,0.0,5.5,6.8,81.7,6.0,0.9,0.5,1.8,1.6,0,0,2014
18,Damian LillardPOR,PG,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6,0,2014
19,Isaiah ThomasSAC,G,72,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85.0,2.9,6.3,1.3,0.1,3.0,7,1,2014
20,Goran DragicPHX,PG,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76.0,3.2,5.9,1.4,0.3,2.8,7,0,2014
21,Rudy GaySAC/TOR,SF,73,34.7,20.0,7.4,16.2,45.5,0.9,2.7,33.0,4.4,5.3,82.2,6.0,2.9,1.3,0.8,3.1,11,0,2014
22,Ryan AndersonNO,PF,22,36.1,19.8,7.0,16.1,43.8,3.0,7.5,40.9,2.7,2.8,95.2,6.5,0.8,0.5,0.3,0.9,4,0,2014
23,John WallWSH,PG,82,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,4.1,8.8,1.8,0.5,3.6,29,2,2014
24,Chris PaulLAC,PG,62,35.0,19.1,6.5,14.0,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39,0,2014
25,Kevin MartinMIN,SG,68,32.0,19.1,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,3.0,1.8,1.0,0.1,1.6,1,0,2014
26,Dwyane WadeMIA,G,54,32.9,19.0,7.7,14.1,54.5,0.2,0.6,28.1,3.5,4.8,73.3,4.5,4.7,1.5,0.5,3.0,4,0,2014
27,Monta EllisDAL,SG,82,36.9,19.0,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6,0,2014
28,Jamal CrawfordLAC,G,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4.0,4.7,86.6,2.3,3.2,0.9,0.2,2.0,2,0,2014
29,Al HorfordATL,C,29,33.0,18.6,8.2,14.5,56.7,0.1,0.4,36.4,2.0,2.9,68.2,8.4,2.6,0.9,1.5,2.2,9,0,2014
30,Klay ThompsonGS,SG,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1,0,2014
31,Dwight HowardHOU,C,71,33.7,18.3,6.7,11.3,59.1,0.0,0.1,28.6,4.9,9.0,54.7,12.2,1.8,0.8,1.8,3.2,47,0,2014
32,Arron AfflaloORL,G,73,35.0,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0.0,2.0,1,0,2014
33,David LeeGS,PF,69,33.2,18.2,7.4,14.2,52.3,0.0,0.0,0.0,3.3,4.3,78.0,9.3,2.1,0.7,0.4,2.2,34,0,2014
34,Paul MillsapATL,PF,74,33.5,17.9,6.5,14.1,46.1,1.0,2.9,35.8,3.9,5.3,73.1,8.5,3.1,1.7,1.1,2.5,30,1,2014
35,Kyle LowryTOR,PG,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38.0,4.0,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18,2,2014
35,Thaddeus YoungPHI,PF,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6.0,2.3,2.1,0.5,2.1,11,0,2014
37,Brandon KnightMIL,PG,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1.0,0.2,2.6,4,0,2014
38,Nick YoungLAL,G,64,28.3,17.9,6.0,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0,0,2014
39,Eric BledsoePHX,SG,43,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,4.7,5.5,1.6,0.3,3.3,4,0,2014
40,Kemba WalkerCHA,PG,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9,1,2014
41,Ty LawsonDEN,G,62,35.8,17.6,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23,0,2014
42,Nikola PekovicMIN,C,54,30.8,17.4,7.0,13.0,54.0,0.0,0.0,0.0,3.4,4.6,74.7,8.7,0.9,0.6,0.4,1.6,23,0,2014
43,Zach RandolphMEM,F,79,34.2,17.4,7.1,15.2,46.7,0.0,0.3,10.0,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47,0,2014
44,Pau GasolLAL,PF,60,31.4,17.4,7.1,14.8,48.0,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,0.5,1.5,2.4,30,0,2014
45,Mike ConleyMEM,PG,73,33.5,17.2,6.3,14.1,45.0,1.4,4.0,36.1,3.1,3.8,81.5,2.9,6.0,1.5,0.2,2.1,5,0,2014
46,Bradley BealWSH,SG,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2.0,2.6,78.8,3.7,3.3,1.0,0.2,1.8,1,0,2014
47,Jeff GreenBOS,PF,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2.0,2,0,2014
48,Tony ParkerSA,G,68,29.4,16.7,6.7,13.4,49.9,0.4,1.0,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2,0,2014
49,Michael Carter-WilliamsPHI,PG,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16,2,2014
50,Chandler ParsonsHOU,SF,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37.0,2.2,3.0,74.2,5.5,4.0,1.2,0.4,1.9,7,0,2014
1,Russell WestbrookOKC,PG,67,34.4,28.1,9.4,22.0,42.6,1.3,4.3,29.9,8.1,9.8,83.5,7.3,8.6,2.1,0.2,4.4,31,11,2015
2,James HardenHOU,SG,81,36.8,27.4,8.0,18.1,44.0,2.6,6.9,37.5,8.8,10.2,86.8,5.7,7.0,1.9,0.7,4.0,21,4,2015
3,Kevin DurantOKC,PF,27,33.8,25.4,8.8,17.3,51.0,2.4,5.9,40.3,5.4,6.3,85.4,6.6,4.1,0.9,0.9,2.7,5,0,2015
4,LeBron JamesCLE,SF,69,36.1,25.3,9.0,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71.0,6.0,7.4,1.6,0.7,3.9,22,2,2015
5,Anthony DavisNO,PF,68,36.1,24.4,9.4,17.6,53.5,0.0,0.2,8.3,5.5,6.8,80.5,10.2,2.2,1.5,2.9,1.4,42,0,2015
6,Carmelo AnthonyNY,PF,40,35.7,24.2,9.0,20.2,44.4,1.5,4.5,34.1,4.7,5.9,79.7,6.6,3.1,1.0,0.4,2.2,5,0,2015
7,DeMarcus CousinsSAC,C,59,34.1,24.1,8.4,18.1,46.7,0.0,0.1,25.0,7.2,9.2,78.2,12.7,3.6,1.5,1.7,4.3,47,2,2015
8,Stephen CurryGS,PG,80,32.7,23.8,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,4.3,7.7,2.0,0.2,3.1,23,0,2015
9,LaMarcus AldridgePOR,C,71,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,10.2,1.7,0.7,1.0,1.7,39,0,2015
10,Kobe BryantLAL,SF,35,34.5,22.3,7.6,20.4,37.3,1.5,5.3,29.3,5.6,6.9,81.3,5.7,5.6,1.3,0.2,3.7,4,2,2015
11,Blake GriffinLAC,PF,67,35.2,21.9,8.6,17.1,50.2,0.1,0.4,40.0,4.6,6.4,72.8,7.6,5.3,0.9,0.5,2.3,18,0,2015
