RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOTAL,START TOURNAMENT ID,Year
T112,T112,Michio Matsumura,2,2011020,2017
T112,T112,Billy Mayfair,2,2016360,2017
T112,T112,Wesley McClain,2,2017240,2017
T112,T112,William McGirt,2,2017470,2017
T112,T112,Mac McLendon,2,1980430,2017
T112,T112,Matthew Millar,2,2011310,2017
T112,T112,Larry Mize,2,2016240,2017
T112,T112,Francesco Molinari,2,2017480,2017
T112,T112,Jack Newton,2,1982420,2017
T112,T112,Shaun Norris,2,2017410,2017
T112,T112,Carlos Ortiz,2,2016460,2017
T112,T112,Rod Pampling,2,2017470,2017
T112,T112,Craig Parry,2,2008320,2017
T112,T112,John Schroeder,2,1995300,2017
T112,T112,Robby Shelton,2,2017400,2017
T112,T112,Chan Shih-chang,2,2017020,2017
T112,T112,Vijay Singh,2,2017420,2017
T112,T112,Bob Smith,2,1985280,2017
T112,T112,Matthew Southgate,2,2016400,2017
T112,T112,Brendan Steele,2,2017480,2017
T112,T112,Hideto Tanihara,2,2017440,2017
T112,T112,D.J. Trahan,2,2017400,2017
T112,T112,Dawie van der Walt,2,2016450,2017
T112,T112,Daniel van Tonder,2,2015190,2017
T112,T112,Johnson Wagner,2,2017430,2017
T112,T112,Bubba Watson,2,2017470,2017
T112,T112,Charlie Wi,2,2017400,2017
T112,T112,Xinjun Zhang,2,2016050,2017
T112,T112,Jordan Zunic,2,2016180,2017
1,1,Chris Kirk,12,2018310,2018
2,2,Gary Woodland,11,2018340,2018
T3,T3,Patrick Cantlay,10,2018340,2018
T3,T3,Tony Finau,10,2018360,2018
T3,T3,Tommy Fleetwood,10,2018310,2018
T6,T6,Byeong Hun An,9,2018360,2018
T6,T6,Keegan Bradley,9,2018370,2018
T6,T6,Rafa Cabrera Bello,9,2018310,2018
T6,T6,Rickie Fowler,9,2018330,2018
T6,T6,Webb Simpson,9,2018390,2018
T11,T11,Austin Cook,8,2018390,2018
T11,T11,Lanto Griffin,8,2018370,2018
T11,T11,Marc Leishman,8,2018380,2018
T11,T11,Louis Oosthuizen,8,2018330,2018
T11,T11,C.T. Pan,8,2018380,2018
T11,T11,Julian Suri,8,2018160,2018
T11,T11,Kevin Tway,8,2018370,2018
T11,T11,Lee Westwood,8,2017250,2018
T11,T11,Tiger Woods,8,2018380,2018
T20,T20,SSP Chawrasia,7,2008140,2018
T20,T20,Tyrrell Hatton,7,2018360,2018
T20,T20,Dustin Johnson,7,2018430,2018
T20,T20,Hideki Matsuyama,7,2018450,2018
T20,T20,Rory McIlroy,7,2018370,2018
T20,T20,Andrew Putnam,7,2018400,2018
T20,T20,Cameron Smith,7,2018420,2018
T20,T20,Jordan Spieth,7,2018370,2018
T20,T20,Johnson Wagner,7,2018380,2018
T29,T29,Danny Chia,6,2010310,2018
T29,T29,Ross Fisher,6,2018300,2018
T29,T29,Brian Gay,6,2018410,2018
T29,T29,K.T. Kim,6,2017040,2018
T29,T29,Brooks Koepka,6,2018450,2018
T29,T29,Jason Kokrak,6,2018430,2018
T29,T29,Joaquin Niemann,6,2018380,2018
T29,T29,Pat Perez,6,2018420,2018
T29,T29,Adam Scott,6,2018420,2018
T29,T29,Doug Tewell,6,1999230,2018
T29,T29,Justin Thomas,6,2018450,2018
T29,T29,Harold Varner III,6,2018380,2018
T41,T41,Ricky Barnes,5,2018400,2018
T41,T41,Andrew Dodt,5,2015430,2018
T41,T41,Ryan Fox,5,2017450,2018
T41,T41,Gavin Kyle Green,5,2018020,2018
T41,T41,Emiliano Grillo,5,2018450,2018
T41,T41,Brian Harman,5,2018450,2018
T41,T41,Kevin Kisner,5,2018450,2018
T41,T41,Andrew Landry,5,2018450,2018
T41,T41,Steve LeBrun,5,2013290,2018
T41,T41,Danny Lee,5,2018410,2018
T41,T41,Wayne Levi,5,2001300,2018
T41,T41,"Ted Potter, Jr.",5,2018450,2018
T41,,Alex Prugh,5,2016330,2018
T41,T41,Tag Ridings,5,2017390,2018
T41,T41,Sam Ryder,5,2018400,2018
T41,T41,Brandt Snedeker,5,2018430,2018
T41,T41,J.J. Spaun,5,2018440,2018
T41,T41,Richard Sterne,5,2016400,2018
T41,T41,Brandon Stone,5,2018050,2018
T60,T59,Steven Alker,4,2017400,2018
T60,T59,Ryan Armour,4,2018470,2018
T60,T59,Dean Burmester,4,2016210,2018
T60,T59,Paul Casey,4,2018480,2018
T60,T59,Bryson DeChambeau,4,2018480,2018
T60,T59,Graham DeLaet,4,2017480,2018
T60,T59,Marcus Fraser,4,2016420,2018
T60,T59,Jim Furyk,4,2018390,2018
T60,T59,Seungsu Han,4,2010300,2018
T60,T59,Nick Hardy,4,2017390,2018
T60,T59,Mark Hubbard,4,2017400,2018
T60,T59,Stephan Jaeger,4,2018410,2018
T60,T59,Patton Kizzire,4,2018480,2018
T60,T59,Denny McCarthy,4,2018390,2018
T60,T59,Phil Mickelson,4,2018480,2018
T60,T59,Patrick Reed,4,2018480,2018
T60,T59,Kyle Stanley,4,2018480,2018
T60,T59,Hudson Swafford,4,2018400,2018
T60,T59,Jimmy Walker,4,2018430,2018
T60,T59,Bubba Watson,4,2018480,2018
T60,T59,Aaron Wise,4,2018480,2018
T60,T59,Ashun Wu,4,2015060,2018
T82,T81,Aaron Baddeley,3,2018430,2018
T82,T81,Gaganjeet Bhullar,3,2014030,2018
T82,T81,Ryan Brehm,3,2017430,2018
T82,T81,Miguel Angel Carballo,3,2017420,2018
T82,T81,Martin Flores,3,2018430,2018
T82,T81,Nicholas Fung,3,2014030,2018
T82,T81,Adam Hadwin,3,2018480,2018
T82,T81,Beau Hossler,3,2018480,2018
T82,T81,Yuta Ikeda,3,2018340,2018
T82,T81,Si Woo Kim,3,2018480,2018
T82,T81,Martin Laird,3,2018440,2018
T82,T81,Richard Lee,3,2016030,2018
T82,T81,David Lipsky,3,2018020,2018
T82,T81,Michael Lorenzo-Vera,3,2017410,2018
T82,T81,Jamie Lovemark,3,2018470,2018
T82,T81,Lee McCoy,3,2017050,2018
T82,T81,Graeme McDowell,3,2018430,2018
T82,T81,Shaun Norris,3,2017410,2018
T82,T81,John Oda,3,2018410,2018
T82,T81,Thorbjørn Olesen,3,2018420,2018
T82,T81,Carlos Ortiz,3,2016460,2018
T82,T81,Eddie Pepperell,3,2017350,2018
T82,T81,Jon Rahm,3,2018490,2018
T82,T81,Justin Rose,3,2018490,2018
T82,T81,Brett Rumford,3,2015390,2018
T82,T81,Sam Saunders,3,2018440,2018
T82,T81,Xander Schauffele,3,2018490,2018
T82,T81,Bob Shearer,3,1984320,2018
T82,T81,Vijay Singh,3,2018340,2018
T82,T81,Shawn Stefani,3,2018410,2018
T82,T81,Henrik Stenson,3,2018470,2018
T82,T81,Andre Stolz,3,2011300,2018
T82,T81,Miguel Tabuena,3,2017020,2018
T82,T81,Josh Teater,3,2017070,2018
T82,T81,D.J. Trahan,3,2018400,2018
T82,T81,Peter Uihlein,3,2018480,2018
T82,T81,Dawie van der Walt,3,2016450,2018
T82,T81,Bernd Wiesberger,3,2018200,2018
T120,T119,Thomas Aiken,2,2016460,2018
T120,T119,Abraham Ancer,2,2018490,2018
T120,T119,Daniel Berger,2,2018480,2018
T120,T119,Richard Bland,2,2017040,2018
T120,T119,Jonas Blixt,2,2018440,2018
T120,T119,Joseph Bramlett,2,2012060,2018
T120,T119,Sam Brazel,2,2017190,2018
T120,T119,Bronson Burgoon,2,2018480,2018
T120,T119,Sam Burns,2,2018340,2018
T120,T119,Jonathan Byrd,2,2018440,2018
T120,T119,Yi Cao,2,2016050,2018
T120,T119,Fred Couples,2,2017250,2018
T120,T119,Charlie Danielson,2,2017200,2018
T120,T119,Jason Day,2,2018500,2018
T120,T119,David Drysdale,2,2009310,2018
T120,T119,Gonzalo Fernandez-Castaño,2,2017430,2018
T120,T119,Oscar Fraustro,2,2017060,2018
T120,T119,Brad Fritsch,2,2017430,2018
T120,T119,Brice Garnett,2,2018490,2018
T120,T119,Jonathan Garrick,2,2017060,2018
T120,T119,Doug Ghim,2,2018440,2018
T120,T119,Scott Hend,2,2018020,2018
T120,T119,Scott Hoch,2,2008100,2018
T120,T119,Charley Hoffman,2,2018480,2018
T120,T119,Billy Horschel,2,2018500,2018
T120,T119,Charles Howell III,2,2018490,2018
T120,T119,Billy Hurley III,2,2018440,2018
T120,T119,Sung Kang,2,2018470,2018
T120,T119,Daisuke Kataoka,2,2018050,2018
T120,T119,Phachara Khongwatmai,2,2018020,2018
T120,T119,Chan Kim,2,2017410,2018
T120,T119,Whee Kim,2,2018480,2018
T120,T119,Matt Kuchar,2,2018480,2018
T120,T119,Bernhard Langer,2,2018260,2018
T120,T119,Scott Langley,2,2017070,2018
T120,T119,Nate Lashley,2,2018320,2018
T120,T119,Soomin Lee,2,2017020,2018
T120,T119,Zander Lombard,2,2016400,2018
T120,T119,Curtis Luck,2,2017430,2018
T120,T119,Will MacKenzie,2,2017340,2018
T120,T119,Steve Marino,2,2018370,2018
T120,T119,Billy Mayfair,2,2016360,2018
T120,T119,Wesley McClain,2,2017240,2018
T120,T119,Mac McLendon,2,1980430,2018
T120,T119,Maverick McNealy,2,2018320,2018
T120,T119,Dylan Meyer,2,2018440,2018
T120,T119,Matthew Millar,2,2011310,2018
T120,T119,Keith Mitchell,2,2018490,2018
T120,T119,Francesco Molinari,2,2018500,2018
T120,T119,Trey Mullinax,2,2018470,2018
T120,T119,Kevin Na,2,2018500,2018
T120,T119,Chris Naegel,2,2015370,2018
T120,T119,Jack Newton,2,1982420,2018
T120,T119,Alex Noren,2,2018490,2018
T120,T119,Henrik Norlander,2,2017160,2018
T120,T119,Wade Ormsby,2,2018200,2018
T120,T119,Craig Parry,2,2008320,2018
T120,T119,Thomas Pieters,2,2018420,2018
T120,T119,Haydn Porteous,2,2016400,2018
T120,T119,Patrick Rodgers,2,2018440,2018
T120,T119,Poom Saksansin,2,2018020,2018
T120,T119,John Schroeder,2,1995300,2018
T120,T119,Robby Shelton,2,2017400,2018
T120,T119,Chan Shih-chang,2,2017020,2018
T120,T119,Conrad Shindler,2,2018440,2018
T120,T119,Heath Slocum,2,2018410,2018
T120,T119,Bob Smith,2,1985280,2018
T120,T119,Scott Stallings,2,2018480,2018
T120,T119,Brett Stegmaier,2,2018440,2018
T120,T119,Brian Stuard,2,2018480,2018
T120,T119,Michael Thompson,2,2018440,2018
T120,T119,Nick Watney,2,2018480,2018
T120,T119,Xinjun Zhang,2,2018440,2018
T120,T119,Jordan Zunic,2,2016180,2018
1,1,Tommy Fleetwood,28,2018310,2019
2,2,Brooks Koepka,15,2019220,2019
3,3,Webb Simpson,13,2019250,2019
T4,T4,Matt Fitzpatrick,12,2019190,2019
T4,T4,Henrik Stenson,12,2019230,2019
T6,T6,Collin Morikawa,10,2018220,2019
T6,T6,Patrick Reed,10,2019360,2019
T6,T6,Justin Rose,10,2019300,2019
T6,T6,Vaughn Taylor,10,2019300,2019
T10,T10,Patrick Cantlay,9,2019320,2019
T10,T10,Tyrrell Hatton,9,2019250,2019
T10,T10,Kevin Kisner,9,2019340,2019
T10,T10,Louis Oosthuizen,9,2019320,2019
T10,T10,Andrew Putnam,9,2019320,2019
T15,T15,Jim Furyk,8,2019330,2019
T15,T15,Lanto Griffin,8,2018370,2019
T15,T15,Viktor Hovland,8,2019210,2019
T18,T18,Paul Casey,7,2019360,2019
T18,T18,SSP Chawrasia,7,2008140,2019
T18,T18,Wyndham Clark,7,2019370,2019
T18,T18,Ross Fisher,7,2018300,2019
T18,T18,Lucas Glover,7,2019390,2019
T18,T18,Francesco Molinari,7,2019320,2019
T18,T18,Shubhankar Sharma,7,2019020,2019
T18,T18,Kyle Stanley,7,2019360,2019
T18,T18,Erik van Rooyen,7,2018420,2019
T18,T18,Danny Willett,7,2019320,2019
T28,T28,Danny Chia,6,2010310,2019
T28,T28,Tony Finau,6,2019390,2019
T28,T28,K.T. Kim,6,2017040,2019
T28,T28,Jason Kokrak,6,2019380,2019
T28,T28,Shane Lowry,6,2019320,2019
T28,T28,Joost Luiten,6,2018200,2019
T28,T28,Sebastián Muñoz,6,2019390,2019
T28,T28,Jon Rahm,6,2019360,2019
T28,T28,Roger Sloan,6,2019380,2019
T28,T28,Shawn Stefani,6,2019370,2019
T28,T28,Doug Tewell,6,1999230,2019
T28,T28,Justin Thomas,6,2019370,2019
T40,T40,Byeong Hun An,5,2019380,2019
T40,T40,Gaganjeet Bhullar,5,2014030,2019
T40,T40,Roberto Castro,5,2019380,2019
T40,T40,Bud Cauley,5,2019380,2019
T40,T40,Corey Conners,5,2019430,2019
T40,T40,Andrew Dodt,5,2015430,2019
T40,T40,Gavin Kyle Green,5,2018020,2019
T40,T40,Bill Haas,5,2019390,2019
T40,T40,Seungsu Han,5,2010300,2019
T40,T40,J.B. Holmes,5,2019380,2019
T40,T40,Max Homa,5,2019380,2019
T40,T40,Dustin Johnson,5,2019420,2019
T40,T40,Wayne Levi,5,2001300,2019
T40,T40,Sanghyun Park,5,2019020,2019
T40,T40,Scott Piercy,5,2019360,2019
T40,T40,Chez Reavie,5,2019430,2019
T40,T40,Brandt Snedeker,5,2019430,2019
T40,T40,Jordan Spieth,5,2019420,2019
T40,T40,Johnson Wagner,5,2019390,2019
T40,T40,Richy Werenski,5,2019390,2019
T40,T40,Bernd Wiesberger,5,2018200,2019
T40,T40,Aaron Wise,5,2019360,2019
T40,T40,Matthew Wolff,5,2019390,2019
T40,T40,Ashun Wu,5,2015060,2019
T64,T64,Daniel Berger,4,2019390,2019
T64,T64,Kevin Chappell,4,2018490,2019
T64,T64,Bryson DeChambeau,4,2019430,2019
T64,T64,Graham DeLaet,4,2017480,2019
T64,T64,Martin Flores,4,2018430,2019
T64,T64,Brandon Harkins,4,2019400,2019
T64,T64,Russell Henley,4,2019400,2019
T64,T64,Billy Horschel,4,2019430,2019
T64,T64,Mark Hubbard,4,2017400,2019
T64,T64,Sungjae Im,4,2019450,2019
T64,T64,Anirban Lahiri,4,2019380,2019
T64,T64,Rory McIlroy,4,2019430,2019
T64,T64,J.T. Poston,4,2019410,2019
T64,T64,Seamus Power,4,2019400,2019
T64,T64,Wes Roach,4,2019400,2019
T64,T64,Brett Rumford,4,2015390,2019
T64,T64,Rory Sabbatini,4,2019420,2019
T64,T64,Adam Scott,4,2019430,2019
T64,T64,Josh Teater,4,2019400,2019
T64,T64,Harold Varner III,4,2019400,2019
T64,T64,Matt Wallace,4,2019320,2019
T64,T64,Gary Woodland,4,2019430,2019
T86,T86,Abraham Ancer,3,2019460,2019
T86,T86,Kiradech Aphibarnrat,3,2019420,2019
T86,T86,Stuart Appleby,3,2019040,2019
T86,T86,Ryan Armour,3,2019410,2019
T86,T86,Keegan Bradley,3,2019430,2019
T86,T86,Ryan Brehm,3,2017430,2019
T86,T86,John Chin,3,2019410,2019
T86,T86,Austin Cook,3,2019400,2019
T86,T86,Joel Dahmen,3,2019450,2019
T86,T86,Harris English,3,2019410,2019
T86,T86,Oscar Fraustro,3,2017060,2019
T86,T86,Nicholas Fung,3,2014030,2019
T86,T86,Branden Grace,3,2019420,2019
T86,T86,Tom Hoge,3,2019410,2019
T86,T86,Billy Hurley III,3,2019400,2019
T86,T86,Yuki Inamori,3,2019050,2019
T86,T86,Kyle Jones,3,2019410,2019
T86,T86,Si Woo Kim,3,2019450,2019
T86,T86,Romain Langasque,3,2015390,2019
T86,T86,Bernhard Langer,3,2018260,2019
T86,T86,Tom Lovelady,3,2019400,2019
T86,T86,Hideki Matsuyama,3,2019460,2019
T86,T86,Phil Mickelson,3,2019430,2019
T86,T86,Matthew Millar,3,2011310,2019
T86,T86,Keith Mitchell,3,2019430,2019
T86,T86,Ryan Moore,3,2019400,2019
T86,T86,Joaquin Niemann,3,2019450,2019
T86,T86,Alex Noren,3,2019420,2019
T86,T86,Henrik Norlander,3,2017160,2019
T86,T86,John Oda,3,2018410,2019
T86,T86,Ryan Palmer,3,2019440,2019
T86,T86,C.T. Pan,3,2019430,2019
T86,T86,"Ted Potter, Jr.",3,2019400,2019
T86,T86,Ian Poulter,3,2019430,2019
T86,T86,Poom Saksansin,3,2018020,2019
T86,T86,Bob Shearer,3,1984320,2019
T86,T86,Andre Stolz,3,2011300,2019
T86,T86,Brendon Todd,3,2019400,2019
T86,T86,Peter Uihlein,3,2019410,2019
T86,T86,Dawie van der Walt,3,2016450,2019
T86,T86,Scott Vincent,3,2015250,2019
T86,T86,Xinjun Zhang,3,2018440,2019
T128,T128,Adam Bland,2,2018200,2019
T128,T128,Mark Brown,2,2013310,2019
T128,T128,Scott Brown,2,2019450,2019
T128,T128,Rafa Cabrera Bello,2,2019430,2019
T128,T128,Yi Cao,2,2016050,2019
T128,T128,Alex Cejka,2,2019440,2019
T128,T128,Cameron Champ,2,2019460,2019
T128,T128,Minchel Choi,2,2019020,2019
T128,T128,George Coetzee,2,2019050,2019
T128,T128,Roberto Díaz,2,2019440,2019
T128,T128,David Drysdale,2,2009310,2019
T128,T128,Tyler Duncan,2,2019440,2019
T128,T128,Rhys Enoch,2,2018420,2019
T128,T128,Rickie Fowler,2,2019470,2019
T128,T128,Dylan Frittelli,2,2019460,2019
T128,T128,Tommy Gainey,2,2019410,2019
T128,T128,Fabián Gómez,2,2019410,2019
T128,T128,Hunter Haas,2,2013180,2019
T128,T128,Chesson Hadley,2,2019450,2019
T128,T128,Adam Hadwin,2,2019460,2019
T128,T128,Justin Harding,2,2019420,2019
T128,T128,Brian Harman,2,2019450,2019
T128,T128,David Hearn,2,2019410,2019
T128,T128,Scott Hend,2,2018020,2019
T128,T128,Lucas Herbert,2,2018420,2019
T128,T128,Jim Herman,2,2019410,2019
T128,T128,Scott Hoch,2,2008100,2019
T128,T128,Charles Howell III,2,2019470,2019
T128,T128,Mackenzie Hughes,2,2019450,2019
T128,T128,Mikko Ilonen,2,2015430,2019
T128,T128,Freddie Jacobson,2,2019400,2019
T128,T128,Daisuke Kataoka,2,2018050,2019
T128,T128,Phachara Khongwatmai,2,2018020,2019
T128,T128,Sihwan Kim,2,2019020,2019
T128,T128,Marcus Kinhult,2,2018420,2019
T128,T128,Matt Kuchar,2,2019470,2019
T128,T128,Andrew Landry,2,2019450,2019
T128,T128,Hyungjoon Lee,2,2018030,2019
T128,T128,Tae Hee Lee,2,2019030,2019
T128,T128,Marc Leishman,2,2019470,2019
T128,T128,Ben Leong,2,2016030,2019
T128,T128,Yanwei Liu,2,2018050,2019
T128,T128,Billy Mayfair,2,2016360,2019
T128,T128,Tyler McCumber,2,2018230,2019
T128,T128,Chip McDaniel,2,2019410,2019
T128,T128,Mac McLendon,2,1980430,2019
T128,T128,George McNeill,2,2019410,2019
T128,T128,Troy Merritt,2,2019460,2019
T128,T128,Kevin Na,2,2019430,2019
T128,T128,Chris Naegel,2,2015370,2019
T128,T128,Jack Newton,2,1982420,2019
T128,T128,Thorbjørn Olesen,2,2019420,2019
T128,T128,Wade Ormsby,2,2018200,2019
T128,T128,Carlos Ortiz,2,2019450,2019
T128,T128,Craig Parry,2,2008320,2019
T128,T128,Eddie Pepperell,2,2019420,2019
T128,T128,Paul Peterson,2,2016030,2019
T128,T128,Haydn Porteous,2,2016400,2019
T128,T128,Aaron Rai,2,2019190,2019
T128,T128,Hyun-woo Ryu,2,2018050,2019
T128,T128,Julio Santos,2,2018230,2019
T128,T128,Xander Schauffele,2,2019470,2019
T128,T128,John Schroeder,2,1995300,2019
T128,T128,Conrad Shindler,2,2018440,2019
T128,T128,Bob Smith,2,1985280,2019
T128,T128,Brett Stegmaier,2,2018440,2019
T128,T128,Brian Stuard,2,2019450,2019
T128,T128,Adam Svensson,2,2019440,2019
T128,T128,D.J. Trahan,2,2019410,2019
T128,T128,Kevin Tway,2,2019460,2019
T128,T128,Tyrone Van Aswegen,2,2019410,2019
T128,T128,Boo Weekley,2,2019410,2019
1,1,Rory McIlroy,19,2019430,2020
2,2,Xander Schauffele,14,2020180,2020
3,3,Viktor Hovland,12,2020240,2020
T4,T5,Mackenzie Hughes,9,2020405,2020
T4,4,Si Woo Kim,9,2020410,2020
T4,T5,Jon Rahm,9,2020405,2020
T7,T9,Harris English,8,2020405,2020
T7,T5,Joost Luiten,8,2018200,2020
T7,T9,Patrick Reed,8,2020445,2020
T7,T5,Tiger Woods,8,2019470,2020
T11,T9,Ross Fisher,7,2018300,2020
T11,T9,Louis Oosthuizen,7,2020410,2020
T11,T9,Sanghyun Park,7,2019020,2020
T11,T9,Shubhankar Sharma,7,2019020,2020
T11,T9,Brendan Steele,7,2020410,2020
T11,T9,Kevin Streelman,7,2020410,2020
T11,T17,Justin Thomas,7,2020445,2020
T18,T17,Alex Cejka,6,2020080,2020
T18,T17,Austin Cook,6,2020410,2020
T18,T26,Lanto Griffin,6,2020465,2020
T18,T17,Seungsu Han,6,2010300,2020
T18,T26,Kevin Kisner,6,2020483,2020
T18,T17,Denny McCarthy,6,2020465,2020
T18,T26,Ryan Palmer,6,2020465,2020
T18,T26,Scottie Scheffler,6,2020465,2020
T18,T17,Adam Schenk,6,2020415,2020
T18,T26,Cameron Smith,6,2020465,2020
