RK,Name,AGE,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS,Year
39,Phil Mickelson,52,"$2,440,221",948,20,60,0,2,1,71.1,306.3,50.8,64.2,1.756,55.1,3.917,2019
40,Andrew Putnam,33,"$2,439,137",1145,23,76,18,3,0,70.3,281.5,60.6,65.9,1.701,61.0,4.158,2019
41,Keith Mitchell,31,"$2,405,360",926,26,83,17,3,1,70.4,303.2,60.4,67.3,1.774,50.7,3.88,2019
42,Rory Sabbatini,46,"$2,382,298",1140,26,93,22,6,0,69.8,289.4,66.9,66.9,1.738,55.6,4.032,2019
43,C.T. Pan,31,"$2,362,399",1125,25,82,17,2,1,70.6,285.0,64.8,64.2,1.765,57.4,3.488,2019
44,Jason Kokrak,37,"$2,330,212",-3,24,90,23,5,0,70.0,306.4,62.7,68.8,1.761,47.5,4.044,2019
45,Kevin Tway,34,"$2,300,050",1242,26,80,16,2,1,70.4,303.8,55.3,67.0,1.78,50.0,3.563,2019
46,Kevin Na,39,"$2,257,309",823,19,60,14,3,1,70.9,289.6,64.0,64.4,1.767,55.3,3.417,2019
47,Si Woo Kim,27,"$2,191,808",956,28,82,16,5,0,70.2,292.4,62.9,64.9,1.729,56.6,4.122,2019
48,Billy Horschel,36,"$2,187,249",1065,26,92,24,4,0,70.3,291.8,64.7,67.6,1.762,47.9,3.609,2019
49,Ian Poulter,47,"$2,162,306",1072,18,58,15,6,0,70.3,291.5,63.6,66.9,1.736,62.0,4.103,2019
50,J.B. Holmes,40,"$2,147,065",856,25,71,15,2,1,71.2,306.7,56.5,65.6,1.786,53.1,3.761,2019
1,Justin Thomas,29,"$7,344,040",2570,18,66,15,10,3,68.8,304.2,57.3,69.6,1.722,62.5,4.545,2020
2,Jon Rahm,28,"$5,959,819",3080,15,58,14,8,2,68.8,307.6,63.1,70.3,1.717,58.8,4.224,2020
3,Dustin Johnson,38,"$5,837,267",3471,14,49,11,7,3,68.9,311.0,59.1,69.3,1.704,54.2,4.347,2020
4,Collin Morikawa,25,"$5,250,868",2025,21,80,19,7,2,69.6,297.3,65.5,69.0,1.749,54.0,4.05,2020
5,Webb Simpson,37,"$5,097,742",2163,14,52,12,8,2,68.1,296.2,67.3,70.8,1.691,56.3,4.673,2020
6,Bryson DeChambeau,29,"$4,998,495",1682,17,62,14,9,1,68.8,322.1,57.4,68.5,1.726,62.9,4.419,2020
7,Daniel Berger,29,"$4,439,420",2007,17,64,15,7,1,68.8,300.2,63.9,66.9,1.728,59.8,4.375,2020
8,Rory McIlroy,33,"$4,408,415",1516,15,60,15,7,1,69.1,314.0,56.3,67.8,1.738,45.2,4.2,2020
9,Sungjae Im,24,"$4,337,811",1650,26,94,21,7,1,69.6,300.5,64.5,67.1,1.734,58.8,4.149,2020
10,Patrick Reed,32,"$4,250,060",1485,20,74,17,8,1,69.4,296.0,56.1,65.3,1.7,60.6,4.23,2020
11,Xander Schauffele,29,"$3,813,636",1449,18,70,17,7,0,69.0,305.4,60.3,70.9,1.737,56.4,4.243,2020
12,Hideki Matsuyama,30,"$3,665,825",1587,20,74,17,5,0,69.4,304.4,57.0,68.5,1.755,55.0,4.041,2020
13,Tyrrell Hatton,31,"$3,434,867",1275,11,42,10,6,1,69.1,301.6,61.7,69.3,1.704,43.2,4.548,2020
14,Brendon Todd,37,"$3,390,258",1576,25,86,18,4,2,69.7,282.7,71.4,65.5,1.736,61.6,3.907,2020
15,Harris English,33,"$3,299,366",1805,20,76,18,6,0,69.1,300.9,61.7,70.9,1.749,51.3,4.026,2020
16,Lanto Griffin,34,"$3,188,586",1392,27,92,21,4,1,70.1,302.5,57.2,65.5,1.753,54.5,3.87,2020
17,Marc Leishman,39,"$3,109,752",1096,18,61,13,3,1,71.2,295.8,51.9,61.5,1.77,42.1,3.393,2020
18,Tony Finau,33,"$2,932,286",1237,20,72,16,7,0,69.4,309.8,51.8,68.8,1.73,47.7,4.194,2020
19,Joaquin Niemann,24,"$2,914,136",1366,23,76,15,4,1,69.9,301.7,56.5,69.3,1.767,51.4,3.921,2020
20,Abraham Ancer,31,"$2,903,306",1159,20,74,17,4,0,69.6,297.5,64.4,67.0,1.743,49.2,3.797,2020
21,Sebasti치n Mu침oz,30,"$2,864,142",1421,26,84,16,5,1,69.9,302.3,60.4,66.3,1.748,50.0,4.048,2020
22,Scottie Scheffler,26,"$2,833,438",1391,23,82,18,7,0,69.3,308.9,61.2,69.0,1.737,49.0,4.354,2020
23,Kevin Na,39,"$2,794,402",1102,21,71,15,4,1,70.1,286.9,62.7,63.2,1.733,55.6,3.803,2020
24,Ryan Palmer,46,"$2,724,926",1116,19,68,15,5,0,70.0,299.3,60.1,65.9,1.742,50.0,3.985,2020
25,Kevin Streelman,44,"$2,520,845",944,23,73,13,4,0,70.4,293.9,65.9,67.7,1.763,52.9,3.822,2020
26,Billy Horschel,36,"$2,383,908",953,22,79,17,6,0,70.0,299.3,62.8,66.2,1.738,50.0,3.924,2020
27,Cameron Smith,29,"$2,372,487",1059,19,64,13,2,1,70.3,299.8,54.5,64.1,1.736,57.5,3.859,2020
28,Cameron Champ,27,"$2,290,839",963,20,70,15,2,1,70.4,322.0,56.4,67.7,1.775,48.2,4.043,2020
29,Byeong Hun An,31,"$2,283,951",943,22,75,15,5,0,70.3,305.7,54.3,65.8,1.756,50.7,3.827,2020
30,Adam Scott,42,"$2,272,434",832,10,38,9,1,1,69.7,308.1,55.5,68.1,1.74,55.1,3.789,2020
31,Kevin Kisner,38,"$2,266,752",1169,21,73,15,4,0,69.8,289.2,65.2,65.4,1.743,50.9,3.795,2020
32,Matthew Wolff,23,"$2,224,348",921,21,74,16,2,0,70.4,311.6,59.0,66.8,1.772,43.5,3.865,2020
33,Gary Woodland,38,"$2,195,131",801,17,62,14,6,0,69.6,305.4,60.0,68.2,1.753,47.6,4.065,2020
34,Adam Long,35,"$2,186,913",950,25,88,18,3,0,70.0,292.0,62.5,67.7,1.756,45.2,3.784,2020
35,Joel Dahmen,35,"$2,120,973",843,22,79,18,5,0,70.2,295.4,64.6,63.9,1.747,50.7,3.684,2020
36,Patrick Cantlay,30,"$2,118,336",922,12,46,11,3,0,69.6,303.1,59.4,68.4,1.723,55.4,4.152,2020
37,Matt Fitzpatrick,28,"$2,109,709",887,15,54,12,5,0,70.2,294.7,64.6,66.0,1.734,47.2,3.667,2020
38,Tiger Woods,47,"$2,083,038",641,7,32,0,2,1,61.8,0.0,0.0,0.0,0.0,0.0,0.0,2020
39,Mackenzie Hughes,32,"$2,079,951",980,22,70,12,4,0,70.3,298.7,55.8,63.4,1.735,54.4,3.714,2020
40,Danny Lee,32,"$2,043,764",777,22,69,13,3,0,70.2,302.0,57.1,65.6,1.75,53.1,4.058,2020
41,Viktor Hovland,25,"$1,982,275",1009,20,74,17,3,1,69.7,299.3,63.2,68.5,1.726,45.5,3.973,2020
42,Jason Day,35,"$1,943,898",666,17,53,10,5,0,70.1,299.7,55.9,64.8,1.746,65.5,3.755,2020
43,Nick Taylor,34,"$1,897,539",741,18,59,11,2,1,70.3,296.6,64.2,66.9,1.757,46.3,3.559,2020
44,Paul Casey,45,"$1,868,952",730,15,56,13,1,0,69.9,307.2,63.6,70.6,1.774,47.5,3.643,2020
45,Tom Hoge,33,"$1,857,073",728,24,74,13,3,0,70.3,290.4,60.6,65.6,1.768,43.3,3.77,2020
46,Mark Hubbard,33,"$1,840,473",792,24,86,19,3,0,69.8,290.1,62.8,66.7,1.734,47.3,3.744,2020
47,Tyler Duncan,33,"$1,799,855",834,25,83,16,1,1,70.3,286.3,69.9,67.5,1.763,43.0,3.699,2020
48,Brendan Steele,39,"$1,739,131",761,20,64,14,3,0,70.0,303.6,59.9,68.1,1.762,49.5,3.859,2020
49,Richy Werenski,31,"$1,716,407",836,17,56,12,3,1,70.1,298.1,58.0,66.7,1.729,50.9,3.893,2020
50,Adam Hadwin,35,"$1,710,808",692,17,65,15,3,0,70.1,294.0,64.5,68.3,1.755,65.0,3.646,2020
1,Jon Rahm,28,"$7,705,933",-20,22,77,21,15,1,69.0,309.0,63.7,71.9,1.733,55.6,4.506,2021
2,Patrick Cantlay,30,"$7,638,805",-21,24,78,20,7,4,69.4,302.8,60.7,70.2,1.746,59.4,4.295,2021
3,Bryson DeChambeau,29,"$7,426,415",-13,22,80,20,9,2,69.6,323.7,54.2,67.2,1.74,49.1,4.5,2021
4,Collin Morikawa,25,"$7,059,908",2188,23,78,20,8,2,69.7,295.2,69.6,70.8,1.73,53.9,4.231,2021
5,Justin Thomas,29,"$6,537,153",-15,23,84,21,7,1,69.5,303.9,55.7,67.8,1.711,56.1,4.31,2021
6,Jordan Spieth,29,"$6,470,482",-4,25,88,21,9,1,69.9,299.5,53.9,64.6,1.708,55.9,4.295,2021
7,Louis Oosthuizen,40,"$6,306,679",-7,21,74,20,8,0,69.7,297.8,63.5,67.6,1.747,59.1,3.865,2021
8,Harris English,33,"$6,200,481",-6,26,92,22,8,2,69.6,299.4,64.3,65.8,1.718,52.9,4.261,2021
9,Cameron Smith,29,"$5,851,867",-7,24,82,21,8,1,69.5,297.9,59.2,65.7,1.689,63.2,4.476,2021
10,Abraham Ancer,31,"$5,816,565",-10,27,98,24,9,1,69.5,290.4,71.1,69.3,1.732,50.8,4.204,2021
11,Tony Finau,33,"$5,740,097",-8,27,90,22,8,1,69.8,305.5,56.3,67.1,1.722,55.3,4.156,2021
12,Xander Schauffele,29,"$5,240,653",-14,22,76,20,8,0,69.7,307.6,58.8,68.6,1.728,64.7,4.276,2021
13,Brooks Koepka,32,"$5,204,136",1793,20,66,13,8,1,69.7,310.7,56.6,68.0,1.731,65.4,4.212,2021
14,Sam Burns,26,"$5,160,030",-6,26,84,19,8,1,69.6,305.3,58.9,67.8,1.71,51.8,4.429,2021
15,Jason Kokrak,37,"$5,118,629",-8,27,88,21,5,2,70.0,307.9,60.2,69.2,1.745,52.2,4.284,2021
16,Viktor Hovland,25,"$5,048,772",-14,24,83,22,7,1,69.8,302.2,63.9,68.6,1.743,51.0,4.398,2021
17,Dustin Johnson,38,"$5,001,136",-11,21,72,17,9,1,69.6,312.9,57.9,66.7,1.72,55.6,4.25,2021
18,Hideki Matsuyama,30,"$4,963,594",1681,27,93,22,3,1,70.2,299.9,62.2,67.0,1.745,48.5,4.065,2021
19,Scottie Scheffler,26,"$4,505,589",-3,29,98,24,8,0,69.8,305.0,63.5,68.1,1.719,48.0,4.388,2021
20,Rory McIlroy,33,"$4,391,809",-7,21,74,18,7,1,70.1,319.3,57.4,65.8,1.727,53.0,4.514,2021
21,Daniel Berger,29,"$4,258,579",-8,23,84,21,8,1,69.3,296.7,65.5,70.5,1.741,54.9,4.226,2021
22,Sungjae Im,24,"$4,157,182",-4,35,122,30,5,0,69.8,297.1,69.1,69.1,1.746,51.5,4.082,2021
23,Billy Horschel,36,"$4,030,906",-10,25,86,22,6,1,70.5,294.7,65.7,66.5,1.757,51.9,3.686,2021
24,Patrick Reed,32,"$4,019,044",-2,23,78,18,6,1,70.1,291.4,63.2,62.1,1.71,61.7,4.0,2021
25,Corey Conners,31,"$4,007,567",-3,29,104,25,8,0,69.9,295.4,70.2,69.9,1.746,46.7,3.99,2021
26,Joaquin Niemann,24,"$3,936,912",4,27,102,26,5,0,69.7,310.6,59.2,68.6,1.74,51.0,4.137,2021
27,Kevin Na,39,"$3,625,982",-16,26,87,20,5,1,69.9,288.5,66.6,64.1,1.739,59.6,4.0,2021
28,Stewart Cink,49,"$3,596,319",1656,26,90,19,3,2,70.1,306.6,56.4,69.4,1.76,56.9,3.933,2021
29,Will Zalatoris,26,"$3,487,352",0,25,87,21,8,0,69.9,307.4,56.4,69.5,1.777,48.1,3.816,2021
30,Max Homa,32,"$3,448,578",1269,28,86,19,5,1,70.6,300.8,58.4,63.9,1.728,52.4,3.93,2021
31,Lee Westwood,49,"$3,435,368",1070,19,62,14,2,0,71.2,294.1,62.9,64.8,1.775,45.9,3.484,2021
32,Si Woo Kim,27,"$3,245,928",1293,31,94,20,5,1,70.4,296.3,62.7,65.8,1.755,46.5,3.894,2021
33,Brian Harman,35,"$3,221,821",1168,28,100,24,5,0,69.8,291.7,66.9,64.3,1.729,59.1,3.91,2021
34,Paul Casey,45,"$3,129,666",1005,20,72,18,7,0,70.1,303.9,62.2,68.8,1.771,47.2,3.903,2021
35,Marc Leishman,39,"$3,107,047",1167,24,76,18,4,1,70.9,293.8,58.5,65.7,1.771,60.0,3.553,2021
36,K.H. Lee,31,"$3,085,133",1339,33,106,22,3,1,70.7,298.4,63.1,64.3,1.756,54.0,3.642,2021
37,Charley Hoffman,46,"$3,049,763",1338,29,99,24,5,0,70.0,306.5,57.1,67.8,1.736,47.3,4.202,2021
38,Sergio Garcia,43,"$2,998,555",-7,24,74,15,4,1,69.9,309.4,61.2,70.0,1.773,49.6,3.959,2021
39,Kevin Kisner,38,"$2,952,177",1214,26,78,17,4,1,70.7,289.1,67.6,65.0,1.747,48.7,3.718,2021
40,Webb Simpson,37,"$2,783,012",1195,21,74,18,6,0,69.2,292.5,67.1,69.4,1.734,61.7,4.338,2021
41,Cam Davis,27,"$2,746,956",1237,26,94,21,3,1,70.3,309.0,56.1,65.3,1.738,49.0,4.17,2021
42,Phil Mickelson,52,"$2,707,199",805,23,74,14,1,1,71.9,301.8,54.5,63.0,1.787,47.7,3.716,2021
43,Carlos Ortiz,31,"$2,682,104",1090,28,92,20,3,1,70.2,303.0,60.4,67.0,1.739,43.4,3.891,2021
44,Shane Lowry,35,"$2,636,597",1103,21,76,19,4,0,70.6,299.6,59.9,68.3,1.766,48.0,3.908,2021
45,Lucas Glover,43,"$2,577,704",1102,30,96,20,4,1,70.6,294.9,64.1,66.7,1.766,51.8,3.833,2021
46,Keegan Bradley,36,"$2,572,089",1206,27,86,18,4,0,70.2,300.2,65.0,70.0,1.783,50.0,3.767,2021
47,Russell Henley,33,"$2,545,330",978,25,84,19,5,0,69.6,289.8,67.1,69.4,1.764,59.3,3.726,2021
48,Matthew Wolff,23,"$2,507,324",772,20,55,13,2,0,70.9,315.9,51.0,64.9,1.754,46.6,3.836,2021
49,Matt Jones,42,"$2,496,677",1091,30,102,23,3,1,70.4,304.0,55.6,65.7,1.759,52.8,3.676,2021
50,Cameron Tringale,35,"$2,428,609",1165,27,92,21,4,0,69.8,297.5,61.2,67.6,1.729,57.6,4.109,2021
1,Scottie Scheffler,26,"$14,046,910",-20,25,84,20,11,4,68.9,311.6,60.0,72.3,1.72,49.5,4.595,2022
2,Cameron Smith,29,"$10,107,897",-9,18,62,14,7,3,68.9,299.7,57.5,68.0,1.679,52.2,4.629,2022
3,Will Zalatoris,26,"$9,405,082",3680,24,76,17,9,1,69.6,314.7,55.4,70.9,1.734,49.0,4.316,2022
4,Patrick Cantlay,30,"$9,369,605",-16,20,68,17,12,2,69.0,308.0,60.6,69.3,1.732,57.7,4.441,2022
5,Rory McIlroy,33,"$8,654,566",-21,16,60,14,10,3,68.9,321.3,58.1,69.9,1.739,61.6,4.533,2022
6,Xander Schauffele,29,"$7,427,299",-18,21,72,18,7,3,68.9,308.5,62.2,70.5,1.725,64.9,4.319,2022
7,Sam Burns,26,"$7,073,986",-7,24,80,17,8,3,69.4,309.6,55.4,68.7,1.721,49.6,4.325,2022
8,Matt Fitzpatrick,28,"$7,012,672",-11,20,70,17,10,1,69.5,303.8,63.4,66.8,1.787,63.9,3.686,2022
9,Justin Thomas,29,"$6,829,576",-17,21,76,19,10,1,68.8,314.3,54.8,68.3,1.718,62.7,4.579,2022
10,Cameron Young,25,"$6,520,598",-10,25,82,18,7,0,69.6,319.3,58.7,64.9,1.728,48.2,4.415,2022
11,Tony Finau,33,"$6,117,886",-15,25,86,20,7,2,69.2,308.0,58.0,71.3,1.752,51.1,4.221,2022
12,Hideki Matsuyama,30,"$5,776,298",-13,21,72,17,6,2,69.5,304.7,59.4,68.3,1.745,54.9,4.181,2022
13,Sungjae Im,24,"$5,567,974",-20,26,88,21,9,1,69.2,303.7,65.5,70.8,1.762,56.9,3.989,2022
14,Max Homa,32,"$5,289,842",-17,24,82,20,5,2,69.9,306.3,60.6,66.0,1.747,51.6,3.939,2022
15,Jon Rahm,28,"$5,248,220",-11,19,70,18,8,1,69.6,318.9,62.5,71.6,1.768,40.8,4.171,2022
16,Joaquin Niemann,24,"$5,076,060",-13,24,80,19,5,1,69.5,309.1,56.7,67.9,1.729,55.2,4.15,2022
17,Jordan Spieth,29,"$5,018,444",-12,22,74,17,6,1,69.7,308.4,56.0,67.4,1.748,51.4,4.068,2022
18,Billy Horschel,36,"$4,940,600",-8,22,70,16,5,1,69.8,297.3,65.1,68.2,1.768,56.3,3.8,2022
19,Viktor Hovland,25,"$4,868,461",-11,21,70,17,5,1,69.7,308.4,61.9,67.0,1.731,45.5,4.371,2022
20,Collin Morikawa,25,"$4,837,271",-8,19,60,14,8,0,69.6,301.8,65.3,68.6,1.746,47.2,4.033,2022
21,Sepp Straka,29,"$4,722,434",-16,33,98,19,5,1,70.8,303.0,59.9,66.6,1.784,50.0,3.561,2022
22,Tom Hoge,33,"$4,310,046",-14,32,96,19,6,1,69.9,298.1,61.6,66.3,1.757,52.0,3.917,2022
23,Scott Stallings,37,"$3,933,593",3,31,96,17,7,0,69.9,306.0,54.8,65.4,1.739,55.1,3.948,2022
24,Corey Conners,31,"$3,876,590",-3,25,87,20,4,0,69.7,302.7,66.8,71.9,1.782,45.6,3.862,2022
25,Kevin Kisner,38,"$3,757,424",1095,24,66,12,5,0,70.2,290.4,65.5,67.2,1.752,49.5,3.833,2022
26,Talor Gooch,31,"$3,718,990",1302,22,71,16,4,1,69.5,304.4,61.9,69.3,1.733,58.9,4.099,2022
27,Keegan Bradley,36,"$3,623,137",946,25,80,18,6,0,70.2,307.5,59.8,66.2,1.754,47.7,3.788,2022
28,Shane Lowry,35,"$3,616,679",1222,18,58,14,4,0,69.7,306.9,61.4,67.9,1.767,67.1,3.69,2022
29,Aaron Wise,26,"$3,454,521",-12,24,86,19,4,0,69.4,308.3,59.2,69.1,1.748,43.0,4.07,2022
30,K.H. Lee,31,"$3,347,180",-1,28,98,21,2,1,70.2,302.5,62.2,65.8,1.755,53.4,3.704,2022
31,J.T. Poston,29,"$3,292,443",-11,30,88,15,4,1,69.8,298.2,59.4,66.7,1.771,53.3,3.716,2022
32,Brian Harman,35,"$3,226,839",-8,27,91,21,6,0,69.9,292.2,66.6,67.1,1.776,61.9,3.516,2022
33,Davis Riley,26,"$3,190,793",1150,29,94,19,6,0,69.9,307.6,61.9,67.0,1.727,47.8,4.149,2022
34,Sahith Theegala,25,"$3,124,668",1,32,113,26,5,0,70.0,304.3,54.0,66.5,1.758,45.2,3.832,2022
35,Seamus Power,35,"$3,100,241",1006,26,78,16,5,0,69.7,301.0,61.8,68.7,1.753,52.8,3.949,2022
36,Anirban Lahiri,35,"$3,084,598",642,24,72,12,3,0,70.6,298.2,61.9,64.9,1.767,50.0,3.486,2022
37,Keith Mitchell,31,"$3,068,341",1063,26,86,20,6,0,69.5,311.8,61.8,67.6,1.777,54.6,4.058,2022
38,Cameron Tringale,35,"$3,050,519",974,29,92,19,5,0,70.3,301.9,58.6,67.5,1.765,41.4,3.761,2022
39,J.J. Spaun,32,"$2,951,152",1177,29,95,19,3,1,70.3,294.7,64.1,67.0,1.752,44.1,3.811,2022
40,Adam Scott,42,"$2,913,198",-4,20,72,18,5,0,70.1,312.4,55.3,67.7,1.742,52.7,4.014,2022
41,Denny McCarthy,29,"$2,882,771",1111,29,100,22,5,0,69.8,291.6,64.5,65.3,1.744,57.7,3.62,2022
42,Tommy Fleetwood,31,"$2,874,008",766,17,56,14,5,0,69.8,301.5,59.4,65.7,1.754,62.2,3.768,2022
43,Tyrrell Hatton,31,"$2,849,792",972,19,64,16,3,0,70.2,305.7,54.6,64.1,1.728,58.9,3.875,2022
44,Russell Henley,33,"$2,837,505",1002,22,78,19,4,0,69.5,298.7,67.5,70.9,1.738,39.1,4.205,2022
45,Tom Kim,20,"$2,824,580",1154,11,0,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
46,Mito Pereira,27,"$2,797,925",962,27,89,18,3,0,69.9,303.9,60.4,69.6,1.765,47.1,3.753,2022
47,Luke List,38,"$2,734,720",957,28,80,15,3,1,70.5,314.8,55.1,69.7,1.807,47.6,3.663,2022
48,Maverick McNealy,27,"$2,689,754",1111,27,88,22,4,0,69.8,307.4,57.9,66.8,1.721,48.6,4.102,2022
49,Adam Hadwin,35,"$2,574,396",777,26,90,20,5,0,70.1,297.2,63.7,67.8,1.763,59.2,3.822,2022
50,Lucas Herbert,27,"$2,558,440",1004,20,54,10,2,1,71.3,307.3,50.8,57.8,1.73,63.7,3.741,2022
